Codigo,Categoria,Bairro,Cidade,ValorVenda,ValorLocacao,AreaTotal,AreaPrivativa,Dormitorios,Suites,Vagas,BanheiroSocial,Endereco,Numero,Complemento,CEP,UF,DataCadastro,DataAtualizacao,Status,Situacao,DescricaoWeb,TituloSite,BairroComercial,CodigoImobiliaria
8341,Apartamento,Barra Sul,Balneário Camboriú,18500000,0,403.75,196.13,4,4,4,Nao,Avenida Atlantica,4950,6501 Apartamento 569115,88330-030,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina térmica  
Academia  
Sala de jogos  
Playground  
Sauna  
Salão de festas  
Pub  
Bar  
Brinquedoteca  
Espaço gourmet  
Piscina
     Espaço estar  
Área de descanso  
Cinema  
Espaço fitness  
Espaço pilates  
Mini golf  
Pub  
Sala de massagem  
Sauna seca e úmida  
Pomar  
Mini quadra poliesportiva  
Brinquedoteca  
Playground  
Adega  
Wine bar  
Espaço gourmet  
Sala de jogos  
2 Salões de festas  
Bar molhado  
Piscina interna aquecida  
Piscina

     -> Unidade

Living  
Cozinha  
Área de Serviço
     
     
     
CONDIÇÕES DE PAGAMENTO

Reforços Semestrais (16x) - R$ 346.875,00
Mensais (100x) - R$ 92.500,00
Entrada (1x) - R$ 3.700.000,00

     
Incorporação: 56747",One Tower,Barra Sul,32622
8342,Apartamento,Centro,Balneário Camboriú,2510000,0,186.74,126.59,3,3,3,Nao,Rua 1822,109,1401 Apartamento109 570073,88330-484,SC,2025-10-29,2025-11-19,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Playground  
Salão de festas  
Brinquedoteca  
Espaço gourmet  
Piscina adulto
     Garden Lounge  
Office  
Fire Place

     -> Unidade

Living  
Lavabo  
Cozinha  
Acabamento em gesso  
Porcelanato  
Acessibilidade para PNE  
Sacada  
Sala de Estar
     3 Suítes  
3 Vagas de garagem
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 753.000,00
Parcelamento (80x) - R$ 10.981,25
Reforço (12x) - R$ 73.208,33

     
Incorporação: 5-136.238",Newport Beach,Centro,32622
8343,Apartamento,Centro,Balneário Camboriú,3400000,0,146,146,4,2,3,Nao,R. 3100,416,3302 Empreendimento 570063,88330-304,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Playground  
Sauna  
Salão de festas  
Guarita de segurança  
Bicicletário  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Elevador  
Espaço gourmet  
Interfone  
Piscina  
Piscina adulto
     69 Apartamentos   
02 Apartamentos por andar  
41 Pavimentos  
Quadra  
Espaço pet  
Rua reta ao mar

     -> Unidade

Lavabo  
Espera para split  
Churrasqueira  
Sacada
     
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 680.000,00
Parcelamento (36x) - R$ 37.777,78
Reforço semestral (6x) - R$ 170.000,00
chaves (1x) - R$ 340.000,00

     
Incorporação: 360934",Opera Tower,Centro,32622
8344,Apartamento,Centro,Balneário Camboriú,4250000,0,289.84,143.43,4,4,3,Nao,Avenida Alvin Bauer,159,902 Apartamentos 569067,88330-048,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Piscina térmica  
Academia  
Sala de jogos  
Playground  
Spa  
Salão de festas  
Lounge  
Guarita de segurança  
Bicicletário  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Rooftop  
Pub  
Hidromassagem  
Reaproveitamento de água  
Bar  
Brinquedoteca  
Elevador  
Espaço gourmet  
Interfone  
Alarme  
Piscina  
Internet  
Jacuzzi  
Estar Social  
Circuito Tv  
Espelho d'água  
Piscina adulto
     1 Torre com 32 pavimentos  
3 Salas comerciais  
4 Pavimentos de garagens  
35 Unidades habitacionais  
Fachada com sistema Balcon Juliet Glass  
Acesso digital com biometria  
Vídeo porteiro digital em cada apartamento  
3 Tomadas para reabastecimento de carro elétrico  
Sistema de monitoramento  
 3 Pavimentos de lazer (Celebration, Wellness e Louge Zen)  
Time BBQ  
Time Out  
Time Celebration  
Time Party  
Time Mastercheff  
Time Play  
Space Lux  
Rooftop

     -> Unidade

Living  
Lavabo  
Cozinha  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Churrasqueira  
Porcelanato  
Ar Condicionado  
Hidrômetro Individual  
Interfone  
Gás Individual  
Aquecimento a Gás
     Sistema de fachada Balcon Juliet Glass  
Penthouse  
3 Churrasqueiras à carvão  
Classic Top  
Dual House -Apartamento Duplex  
Apartamento com pé-direito duplo  
Classic  
Garden House  
Townhouse  
 1 Por andar com terraço exclusivo  
Terraço com spa e churrasqueira à carvão  
Terraço com piscina privativa
     
     
CONDIÇÕES DE PAGAMENTO

Mensais (72x) - R$ 23.611,11
Entrada (1x) - R$ 1.275.000,00
Semestrais (11x) - R$ 115.909,09

     
Incorporação: 6-139.771",Timeless,Centro,32622
8345,Apartamento,Barra Norte,Balneário Camboriú,7061000,0,505.06,277.35,5,5,4,Nao,R. João F. dos Santos,146,800 Apartamento 569102,88331-120,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Academia  
Sala de jogos  
Playground  
Spa  
Salão de festas  
Brinquedoteca  
Elevador  
Espaço gourmet  
Espelho d'água
     Laje da Piscina  
Salão de Festas com Bar  
Home Theater - Games  
Piscina adulta  
Piscina infantil   
Sunset Wine  
Terraço Pergolado   
Spa Vertical   
Sacadas  
Sala de Massagem   
Espaço Beauty 

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço
     
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 1.412.200,00
Parcelamento (100x) - R$ 35.305,00
Reforços Semestrais (16x) - R$ 132.393,75

     
Incorporação: 49301",Blue Coast Tower,Barra Norte,32622
8346,Apartamento,Centro,Balneário Camboriú,2950000,0,120,120,3,3,2,Nao,Rua 3122,206,702 Apartamento 570094,88330-290,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Playground  
Salão de festas  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Hidromassagem  
Reaproveitamento de água  
Brinquedoteca  
Espaço gourmet  
Internet  
Estar Social  
Piscina adulto
     Box de praia  
Elevador de serviço

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Churrasqueira  
Porcelanato  
Hidrômetro Individual  
Sacada  
Sala de Estar  
Interfone  
Sala de jantar  
Gás Individual  
Aquecimento a Gás
     03 Suítes  
Sacada com churrasqueira à carvão  
Laje técnica  
02 Vagas de garagem   
Elevador social
     
     

     
Incorporação: 52460",Hannover,Centro,32622
8347,Apartamento,Pioneiros,Balneário Camboriú,2207000,0,180.01,102.44,3,1,2,Nao,Rua Miguel Matte,1,1203* Torre Sol 569105,88331-030,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Pub  
Brinquedoteca  
Espaço gourmet
     Espaço zen   
Espelho d'água   
Sala de massagem   
Playground   
Quiosque churrasqueira carvão  
Quadra poliesportiva   
Wine bar   
Brinquedoteca   
Lounge   
Espaço beauty   
Academia Externa  
Piscina Funda  
Piscina Rasa  
Quadra de Beach Tenis  
Praça do fogo  
Espaço Teen  
Fraldário  
Espaço Kids  
Club  
Empório  
Salão de festa com cozinha  
Wine bar  
Massagem  
Espaço Beauty  
Pilates  
Pet care  
Bike station  
Sala de reuniões

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço
     Área técnica
     
     

     
Incorporação: 138.187",Garden Park Home Club,Pioneiros,32622
8349,Apartamento,Centro,Balneário Camboriú,13200000,0,464,237,4,4,4,Nao,Avenida Atlântica,5720,Ibiza Towers Apartamento 503 5,88330-036,SC,2025-10-29,2025-12-03,Venda,Usado,"-> Empreendimento

Piscina térmica  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Lounge  
Estúdio de pilates  
Sala de games  
Brinquedoteca  
Elevador  
Interfone  
Piscina

     -> Unidade

Living  
Lavabo  
Cozinha  
Banheiro de Serviço  
Churrasqueira  
Dependência de empregada  
Ar Condicionado  
Banheira Hidromassagem  
Closet  
Sala de Estar  
Interfone  
Sala de jantar  
Vista PanorâmicaItens adicionais 
Cinema  
Quadra Poliesportiva  
 
 

     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 3.300.000,00
Parcelamento (72x) - R$ 91.666,67
Reforço (8x) - R$ 412.500,00",Ibiza Towers,Centro,32622
8350,Apartamento,Centro,Balneário Camboriú,3200000,0,116.78,116.78,0,3,2,Nao,Rua 3130,261,201 Unidade 570067,88330-293,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Salão de festas  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Rooftop  
Reaproveitamento de água  
Elevador  
Espaço gourmet  
Interfone  
Alarme  
Piscina adulto
     

     -> Unidade

Lavabo  
Área de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Porcelanato  
Hidrômetro Individual  
Interfone  
Varanda  
Gás Individual  
Aquecimento a Gás",Terraço Boa Vista,Centro,32622
8351,Apartamento,Centro,Balneário Camboriú,4604000,0,289.84,143.43,4,4,3,Nao,Avenida Alvin Bauer,159,1102 Apartamentos 570047,88330-048,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Piscina térmica  
Academia  
Sala de jogos  
Playground  
Spa  
Salão de festas  
Lounge  
Guarita de segurança  
Bicicletário  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Rooftop  
Pub  
Hidromassagem  
Reaproveitamento de água  
Bar  
Brinquedoteca  
Elevador  
Espaço gourmet  
Interfone  
Alarme  
Piscina  
Internet  
Jacuzzi  
Estar Social  
Circuito Tv  
Espelho d'água  
Piscina adulto
     1 Torre com 32 pavimentos  
3 Salas comerciais  
4 Pavimentos de garagens  
35 Unidades habitacionais  
Fachada com sistema Balcon Juliet Glass  
Acesso digital com biometria  
Vídeo porteiro digital em cada apartamento  
3 Tomadas para reabastecimento de carro elétrico  
Sistema de monitoramento  
 3 Pavimentos de lazer (Celebration, Wellness e Louge Zen)  
Time BBQ  
Time Out  
Time Celebration  
Time Party  
Time Mastercheff  
Time Play  
Space Lux  
Rooftop

     -> Unidade

Living  
Lavabo  
Cozinha  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Churrasqueira  
Porcelanato  
Ar Condicionado  
Hidrômetro Individual  
Interfone  
Gás Individual  
Aquecimento a Gás
     Sistema de fachada Balcon Juliet Glass  
Penthouse  
3 Churrasqueiras à carvão  
Classic Top  
Dual House -Apartamento Duplex  
Apartamento com pé-direito duplo  
Classic  
Garden House  
Townhouse  
 1 Por andar com terraço exclusivo  
Terraço com spa e churrasqueira à carvão  
Terraço com piscina privativa
     
     
CONDIÇÕES DE PAGAMENTO

Mensais (72x) - R$ 25.577,78
Entrada (1x) - R$ 1.381.200,00
Semestrais (11x) - R$ 125.563,64

     
Incorporação: 6-139.771",Timeless,Centro,32622
8352,Apartamento,Centro,Balneário Camboriú,7693000,0,511.3,321.06,4,4,4,Nao,Av. Brasil,30,1401 Apartamento 569107,88330-594,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Lounge  
Guarita de segurança  
Bicicletário  
Entrada p/ banhistas e box de praia  
Brinquedoteca  
Espaço gourmet  
Espelho d'água  
Piscina adulto
     Pergolados externos  
Terraço externo  
Espaço beauty  
Sala de massagem  
Estar relaxamento  
Lojas comerciais  
Espaço pet  
Estar social

     -> Unidade

Living  
Cozinha  
Área de Serviço
     
     
     
CONDIÇÕES DE PAGAMENTO

Reforços semestrais (16x) - R$ 144.243,75
Entrada (1x) - R$ 1.538.600,00
Mensais (100x) - R$ 38.465,00

     
Incorporação: 130.875",Grand Place Tower,Centro,32622
8353,Apartamento,Centro,Balneário Camboriú,11300000,0,464,237,4,4,4,Nao,Av. Atlântica,5720,303 Unidades 569145,88330-030,SC,2025-10-29,2025-12-03,Venda,Novo,"-> Empreendimento

Piscina térmica  
Academia  
Sala de jogos  
Spa  
Sauna  
Brinquedoteca  
Espaço gourmet
     Salão de Jogos  
Restaurante Privativo  
Home Cinema  
Piscina Aquecida  
Espaço Fitness  
Espaço Gourmet  
Quadra Poliesportiva  
Brinquedoteca  
Salão de estética  
Pilates  
Boate  
Quiosque com churrasqueira  
Sauna seca e úmida

     -> Unidade

Living  
Lavabo  
Cozinha  
Closet  
Sala de Estar  
Sala de jantar
     
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 2.825.000,00
Reforço Semestral (8x) - R$ 353.125,00
Parcelamento (72x) - R$ 78.472,22

     
Incorporação: 13.642",Ibiza Towers,Centro,32622
8354,Apartamento,Centro,Balneário Camboriú,5562000,0,316.54,170.42,4,4,3,Nao,Av. Brasil,30,1601 Apartamento 569108,88330-594,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Lounge  
Guarita de segurança  
Bicicletário  
Entrada p/ banhistas e box de praia  
Brinquedoteca  
Espaço gourmet  
Espelho d'água  
Piscina adulto
     Pergolados externos  
Terraço externo  
Espaço beauty  
Sala de massagem  
Estar relaxamento  
Lojas comerciais  
Espaço pet  
Estar social

     -> Unidade

Living  
Cozinha  
Área de Serviço
     
     
     
CONDIÇÕES DE PAGAMENTO

Reforços semestrais (16x) - R$ 104.287,50
Entrada (1x) - R$ 1.112.400,00
Mensais (100x) - R$ 27.810,00

     
Incorporação: 130.875",Grand Place Tower,Centro,32622
8356,Apartamento,Centro,Balneário Camboriú,5746884.4,0,304.7,192.91,4,4,3,Nao,Rua 2550,55,1001 Harmonie Residence 569124,88330-388,SC,2025-10-29,2025-12-01,Venda,Novo,"-> Empreendimento

Piscina infantil  
Hidromassagem na piscina  
Academia  
Playground  
Salão de festas  
Guarita de segurança  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Reaproveitamento de água  
Brinquedoteca  
Espaço gourmet  
Interfone  
Internet  
Estar Social  
Piscina adulto
     Elevador social e de serviço  
Box de praia

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço  
Banheiro de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Porcelanato  
Hidrômetro Individual  
Closet  
Sala de Estar  
Interfone  
Circuito Tv  
Sala de jantar  
Vista Panorâmica  
Internet  
Gás Individual  
Aquecimento a Gás
     Cozinha com:  
Churrasqueira à carvão  
4 suítes  
3 vagas de garagem
     
     
CONDIÇÕES DE PAGAMENTO

Balões semestrais ou anuais (60x) - R$ 28.734,42

     
Incorporação: 66.990",Harmonie Residence,Centro,32622
8357,Apartamento,Centro,Balneário Camboriú,3450000,0,270.94,270.94,4,2,2,Nao,Rua 3100,625,101 Apartamentos 569165,88330-304,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Academia  
Playground  
Salão de festas  
Elevador  
Piscina
     01 Torre Residencial  
33 Unidades Residenciais  
05 Unidades Comerciais

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço  
Espera para split  
Acabamento em gesso  
Churrasqueira  
Porcelanato  
Hidrômetro Individual  
Sala de Estar  
Sala de jantar  
Gás Individual
     Laje Técnica
     
     


CONDIÇÕES DE PAGAMENTO

Entrada 40% (40%) - R$ 1.380.000,00
Saldo em 36x (36x) - R$ 57.500,00

     
Incorporação: 59110",Solar di Capri,Centro,32622
8358,Apartamento,Centro,Balneário Camboriú,5950000,0,177.1,177.1,4,4,3,Nao,Rua 3420,135,101 Apartamentos 569159,88330-263,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Lounge  
Guarita de segurança  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Bar  
Brinquedoteca  
Elevador  
Espaço gourmet  
Piscina  
Piscina adulto
     Previsão de lançamento: Outubro 2020  
01 Torre Residencial  
62 Unidades Residenciais  
07 Unidades Comerciais  
03 Elevadores  
02 Pav. de Área de Lazer  
Parque Aquático  
Prainha  
Bar molhado  
Quiosque  
Deck  
Espaço gourmet / Churrasco  
Espaço Garden  
Pet Place  
Quadra de esportes / Quiosque  
Espaço Adega - Charutaria  
Espaço Saúde - Beleza

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço  
Espera para split  
Acabamento em gesso  
Churrasqueira  
Hidrômetro Individual  
Sala de Estar  
Sala de jantar  
Gás Individual
     04 Suítes (suíte master, closet + banheira)  
Cozinha  
01 Lavabo social + 01 de Serviço  
Churrasqueira a carvão  
Rouparia  
03 Vagas de garagem por apto  
Box de praia
     
     


CONDIÇÕES DE PAGAMENTO

Entrada 30% (30%) - R$ 1.785.000,00
Balões Anuais
Chaves (10%) - R$ 595.000,00
Saldo 60x

     
Incorporação: 61200",135 Jardins,Centro,32622
8360,Apartamento,Centro,Balneário Camboriú,2800000,0,227.88,137.74,4,4,3,Sim,Rua 1101,489,701 Oceana 569086,88330-774,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Salão de festas  
Lounge  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Brinquedoteca  
Elevador  
Espaço gourmet  
Estar Social  
Piscina adulto
     

     -> Unidade

Living  
Lavabo  
Área de Serviço  
Banheiro de Serviço  
Infraestrutura para água quente  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Churrasqueira  
Porcelanato  
Hidrômetro Individual  
Sala de Estar  
Varanda  
Sala de jantar  
Banheiro Social  
Vista Panorâmica  
Gás Individual  
Aquecimento a Gás
     
     
     

     
Incorporação: 6-133.104",Edifício Oceana Residence,Centro,32622
8361,Apartamento,Centro,Balneário Camboriú,4036258.78,0,0,160.21,0,3,3,Nao,Avenida do Estado Dalmo Vieira,2461,3401 apartamentoEsquina com Ru,88338-063,SC,2025-10-29,2025-12-01,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Lounge  
Solarium  
Bicicletário  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Medidores de água, luz e gás individuais  
Pub  
Reaproveitamento de água  
Bar  
Brinquedoteca  
Elevador  
Espaço gourmet  
Interfone  
Piscina  
Internet  
Estar Social  
Circuito Tv  
Piscina adulto
     

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Churrasqueira  
Porcelanato  
Hidrômetro Individual  
Interfone  
Circuito Tv  
Sala de jantar  
Varanda Gourmet  
Internet  
Gás Individual
     
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 201.812,94
Reforço Semestral (10x) - R$ 201.812,94
Parcelamento Mensal (60x) - R$ 30.271,94

     
Incorporação: 5.138.544",Luminare Residencial,Centro,32622
8362,Apartamento,Praia do Estaleiro,Balneário Camboriú,4576430.64,0,202.7,202.7,3,3,4,Sim,Rua Ercelina Vieira,500,4 ApartamentoS/C 569077,88334-110,SC,2025-10-29,2025-11-17,Venda,Novo,"-> Empreendimento

Entrada p/ banhistas e box de praia  
Medidores de água, luz e gás individuais  
Elevador  
Interfone  
Alarme  
Circuito Tv
     Arquitetura atemporal  
Revestimentos de concreto  
Parede verde na fachada  
Painéis amadeirados  
Boxes de Praia individual

     -> Unidade

Living  
Lavabo  
Área de Serviço  
Infraestrutura para água quente  
Espera para split  
Acabamento em gesso  
Fechadura com senha na porta de entrada  
Churrasqueira  
Porcelanato  
Acessibilidade para PNE  
Hidrômetro Individual  
Sala de Estar  
Interfone  
Varanda  
Sala de jantar  
Cozinha Americana  
Banheiro Social  
Varanda Gourmet  
Vista Panorâmica  
Gás Individual  
Aquecimento a Gás
     
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 1.372.929,19
Reforço (6x) - R$ 228.821,53
Parcelamento (36x) - R$ 50.849,23

     
Incorporação: 8-31.745",Terrazas do Porto,Praia do Estaleiro,32622
8363,Apartamento,Centro,Balneário Camboriú,6343888.42,0,246,246,4,4,3,Nao,Av. Brasil,1192,601 Pré lançamento 569084,88330-048,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Academia  
Sala de jogos  
Salão de festas  
Brinquedoteca  
Espaço gourmet  
Piscina
     01 Apartamento por andar  
Piscina  
Salão de festas  
Academia  
Sala de jogos  
Espaço gourmet  
Brinquedoteca

     -> Unidade


     Ciaplan  
Centro  
4 Suítes
     
     

     
Incorporação: 132.141",Cyano Mare,Centro,32622
8364,Apartamento,Centro,Balneário Camboriú,16115000,0,222.92,222.92,4,4,4,Sim,Avenida Atlântica,1960,1001 Apartamento 569127,88330-012,SC,2025-10-29,2025-12-04,Venda,Novo,"-> Empreendimento

Piscina térmica  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Entrada p/ banhistas e box de praia  
Hall de entrada decorado e mobiliado  
Rooftop  
Piscina adulto com borda infinita  
Pub  
Hidromassagem  
Reaproveitamento de água  
Brinquedoteca  
Espaço gourmet  
Heliponto  
Piscina  
Jacuzzi  
Piscina adulto
     Áreas sociais mobiliadas  
Box de praia  
Gerador de energia para elevadores e áreas comuns  
Área exclusiva para funcionários com cozinha, living, vestiários e varanda  
Heliponto homologado pela ANAC  
Concierge  
Áreas sociais mobiliadas  
Revestimento externo fachada ventilada  
Portão automatizado  
Hall de banhistas  
Portão automatizado  
 Rooftop a 185m de altura, considerado o mais alto do Brasil  
American Barbecue  
Piscina adulto e infantil coberta e aquecida no 9º pavimento  
Mirante Ocean View  
Wine bar  
Espaço Gourmet com terraço em frente ao mar

     -> Unidade

Infraestrutura para água quente  
Hidromassagem  
Sacada  
Banheiro Social
     Medidores individuais  
Piso porcelanato na área social  
Portas caixilhos, rodapés e acabamentos com madeira laqueada de padrão superior  
Sacada com abertura das janelas do chão ao teto  
Persianas automatizadas nas suítes  
Ponto USB  
Rebaixo em gesso  
Apartamento Tipo:  
	4 suítes, 200m²  
Penthouse:  
6 suítes, 410m²
     
     
CONDIÇÕES DE PAGAMENTO

Entrada (1x) - R$ 3.223.000,00
CHAVES (1x) - R$ 3.223.000,00
Reforço (16x) - R$ 302.156,25
Parcelamento (100x) - R$ 48.345,00

     
Incorporação: 135.051",Harmony,Centro,32622
8366,Apartamento,Centro,Balneário Camboriú,5366841,0,190,190,4,4,3,Nao,Av. Brasil,1192,801 Pré lançamento 569083,88330-048,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Academia  
Sala de jogos  
Salão de festas  
Brinquedoteca  
Espaço gourmet  
Piscina
     01 Apartamento por andar  
Piscina  
Salão de festas  
Academia  
Sala de jogos  
Espaço gourmet  
Brinquedoteca

     -> Unidade


     Ciaplan  
Centro  
4 Suítes
     
     

     
Incorporação: 132.141",Cyano Mare,Centro,32622
8368,Apartamento,Centro,Balneário Camboriú,3961713.64,0,181,181,4,4,3,Nao,Rua 1041,130,1101 Apartamentos 569146,88330-771,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Piscina térmica  
Academia  
Sala de jogos  
Playground  
Sauna  
Salão de festas  
Lounge  
Pub  
Brinquedoteca  
Elevador  
Espaço gourmet  
Piscina  
Piscina adulto
     Fachada ventilada nos dormitórios  
esquadrias com vidro semi-refletivos  
Infraestrutura para carros elétricos  
Reutilização de água pluvial  
Sistema de câmeras de segurança  
Hobby box individual  
Gerador de energia para áreas comuns  
Mini quadra poliesportiva  
Espaço pet  
Praça do fogo  
Beauty Space  
Massagem  
Sauna úmida e seca  
Wine Gourmet  
Adega climatizada  
Boulevard marketplace

     -> Unidade

Living  
Lavabo  
Área de Serviço  
Infraestrutura para água quente  
Espera para split  
Churrasqueira  
Sacada
     Portas Laqueadas  
Porcelanato nas áreas sociais  
Piso vinílicos nos dormitórios  
Fechadura eletrônica  
Manta de isolamento acústico n  
Tomadas USB  
Churrasqueira a carvão sacada
     
     
CONDIÇÕES DE PAGAMENTO

Chaves (1x) - R$ 1.584.685,46
Entrada (1x) - R$ 792.342,73
Mensais (47x) - R$ 22.758,78
Semestrais (9x) - R$ 57.224,75

     
Incorporação: 127277",Meridian,Centro,32622
8369,Apartamento,Centro,Balneário Camboriú,5550000,0,284.81,146.52,4,2,3,Nao,Avenida Brasil,270,2102 Apartamento 570061,88330-040,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Piscina infantil  
Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Lounge  
Bar  
Brinquedoteca  
Elevador  
Espaço gourmet  
Piscina adulto
     Bar  
Espaço beauty  
Pilates  
Sala de massagem  
Sala de relaxamento

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço
     
     
     
CONDIÇÕES DE PAGAMENTO

Reforço (16x) - R$ 104.062,50
Parcelamento (100x) - R$ 27.750,00
Entrada (1x) - R$ 1.110.000,00

     
Incorporação: 132.752",Sapphire Tower,Centro,32622
8370,Apartamento,Pioneiros,Balneário Camboriú,3114000,0,243.99,150.22,4,2,2,Nao,Rua Miguel Matte,1,1301 Torre Sol 569106,88331-030,SC,2025-10-29,2025-11-12,Venda,Novo,"-> Empreendimento

Academia  
Sala de jogos  
Playground  
Spa  
Sauna  
Salão de festas  
Pub  
Brinquedoteca  
Espaço gourmet
     Espaço zen   
Espelho d'água   
Sala de massagem   
Playground   
Quiosque churrasqueira carvão  
Quadra poliesportiva   
Wine bar   
Brinquedoteca   
Lounge   
Espaço beauty   
Academia Externa  
Piscina Funda  
Piscina Rasa  
Quadra de Beach Tenis  
Praça do fogo  
Espaço Teen  
Fraldário  
Espaço Kids  
Club  
Empório  
Salão de festa com cozinha  
Wine bar  
Massagem  
Espaço Beauty  
Pilates  
Pet care  
Bike station  
Sala de reuniões

     -> Unidade

Living  
Lavabo  
Cozinha  
Área de Serviço
     Área técnica
     
     

     
Incorporação: 138.187",Garden Park Home Club,Pioneiros,32622
